Textos_espanol,sdg
"La Universidad de Maastricht aplica PBL en todos sus programas con el objetivo de generar estudiantes que sean independientes y emprendedores para resolver problemas. La universidad emplea varias versiones de PBL como modelo educativo que simula un entorno de trabajo orientado a la investigación que brinda a los estudiantes habilidades que llevarán consigo en sus carreras. Por ejemplo, la Facultad de Salud, Medicina y Ciencias de la Vida de Maastricht fue una de las primeras universidades en Europa en implementar PBL como la estrategia educativa dominante en la educación médica. La Escuela de Negocios y Economía de la Universidad de Maastricht ha estado utilizando PBL en todos sus programas de grado durante más de 20 años.",4
"Revista de política y economía de la salud mental, vol. Jahrhundertsâ€ (Exclusión social de las personas con trastornos mentales. Equilibrio y perspectiva de la psiquiatría comunitaria a principios del siglo XXI), Fortschritte der Neurologie-Psychiatrie, vol. Repper (2000), “Empleo, Inclusión Social y Salud Mental”, Journal of Psychiatric and Mental Health Nursing, vol.",3
"El puesto adicional de vicepresidente de los Upazila Parishads del país se creó exclusivamente para candidatas. Los candidatos son elegidos por voto directo, aunque el cargo está reservado para mujeres (The Daily Star 2009). Sin embargo, las vicepresidentas de Upazila Parishads en todo el país no pudieron comenzar sus funciones después de las elecciones de 2009, ya que el gobierno no emitió una circular sobre los puestos recién creados.",5
"También tienen altas tasas de analfabetismo: en 2010, el 34,5% de las mujeres indígenas eran analfabetas (SEP, 2015). Sin embargo, estas tasas han ido mejorando entre cohortes: para 2015, solo el 1,2% de las mujeres de 15 a 29 años eran analfabetas (datos de INMUJERES proporcionados a la OCDE). México también tiene un desempeño inferior en lectura: el puntaje promedio de México está 72 puntos por debajo del promedio de la OCDE. El porcentaje de niños y niñas de bajo rendimiento en México también es el doble del porcentaje promedio en la OCDE en todas las materias, pero las cifras pueden ocultar diferencias aún mayores, muchos jóvenes de 15 años desfavorecidos abandonan la escuela y, por lo tanto, no son captados por estas estadísticas.",5
"Las barreras sociales incluyen la falta de conocimiento de sus derechos, el analfabetismo, la falta de información y la dependencia de familiares varones para recibir asistencia y recursos. Filipinas (Comité para la Eliminación de la Discriminación contra la Mujer, comunicación No. Según el Comité, del fallo se desprende claramente que la evaluación de la credibilidad de la versión de los hechos de la autora estuvo influida por una serie de estereotipos, la autora en esta situación no haber seguido lo que se esperaba de una ""víctima ideal"" y racional o lo que el juez consideró que era la respuesta ideal y racional de una mujer en una situación de violación. Además de ordenar al Estado parte el pago de una indemnización adecuada, el Comité ordenó la Estado a ""garantizar que todos los procedimientos legales en casos relacionados con delitos de violación y otros delitos sexuales sean imparciales y justos, y no estén afectados por prejuicios o nociones estereotipadas de género"".",5
"Las actividades operativas relacionadas con la educación vocacional formal y no formal están bajo la responsabilidad de los gobiernos distritales o municipales. Idealmente, un distrito podría amalgamar la provisión vocacional en un SMK “super” que ofrezca una variedad de materias. Sin embargo, casi todas las escuelas SMK revisadas por el equipo permanecieron en gran medida enfocadas en sus ofertas históricas de materias. Dada la alta inversión de capital requerida para la educación vocacional, muchas escuelas se han visto limitadas en los cursos que pueden ofrecer por sus instalaciones y equipos heredados. Otra innovación adoptada por el ministerio en 2014 fue la introducción de la Iniciativa de Escuela Modelo Vocacional, que establece una “súper” escuela SMK como escuela modelo, con más recursos, que puede actuar como un centro para escuelas satélite. Actualmente hay 90 escuelas de este tipo, pero la intención es crear 1 650 para 2020.",4
"La tasa TEA impulsada por la oportunidad es 78% en Uruguay, 71% en Chile y el Estado Plurinacional de Bolivia, 69% en Perú, 68% en Ecuador, 61% en Brasil y 59% en Colombia y Argentina (Kelley y otros, 2015 ). Emprendimiento de mujeres, Global Entrepreneurship Monitor (GEM), 2015. Los datos por país indican que la participación de mujeres empleadoras en la fuerza laboral osciló entre un mínimo de entre 1,7% y 2,3% en Argentina, República Bolivariana de Venezuela, Ecuador y Uruguay. a un máximo de 4,9% en Paraguay. Si bien estos empleadores son un grupo heterogéneo que opera empresas de diferentes tamaños, composición y origen, la gran mayoría de las empresas de mujeres empresarias emplean a menos de cinco trabajadores (OIT, 2014d). Sin embargo, hasta el momento se sabe muy poco sobre ellos.",5
"La medida más urgente consiste en poner en marcha una infraestructura de información integrada que permita decelerar las disfunciones y garantizar la libre circulación de la información entre los prestatarios, los pacientes y las estructuras. Au niveau des cabinets medicaux, la participación de los pacientes a la medida y la notificación de disfonctionnements est essentielle. La reussite des esfuerzos permanentes mis en ceuvre pour ameliorer la securite passe par une culture active de la securite, axee sur l'amelioration colectivo et le travail d'equipe.",3
"La Estrategia Nacional de Desarrollo Sostenible 2013-2020-2030 incluye una gama adicional de actividades que buscan reducir los riesgos ambientales y mejorar la salud y el bienestar. Rumania tiene algunos de los niveles más altos de resistencia a los antimicrobianos en la UE. Los datos de vigilancia muestran que en 2015, el 24,7 % de las infecciones del torrente sanguíneo por Klebsiella pneumoniae eran resistentes a los carbapenémicos, una importante clase de antibióticos de última línea para tratar infecciones bacterianas. Este porcentaje es mucho más alto que la mediana de la UE/EEE (0,5 %) y el tercero más alto de la UE/EEE (ECDC, 2017b).",3
"Las asociaciones deben incluir organismos comunitarios locales, empresas e instituciones culturales, incluidos museos y bibliotecas. Los socios extraídos de la educación superior son fundamentales para ampliar los horizontes de aprendizaje tanto de los estudiantes como del personal y ofrecer experiencia adicional en el proceso constante de desarrollo. Igualmente importantes son las asociaciones con otras escuelas y entornos de aprendizaje a través de redes y aprendizaje profesional.",4
"Las brechas entre hombres y mujeres difieren considerablemente según la raza, la brecha más alta entre hombres y mujeres fue para los estudiantes afroamericanos, con casi un 12,5 % más de mujeres que se graduaron. La siguiente brecha más grande fue entre los estudiantes nativos de Alaska, con casi un 11 % más de mujeres nativas de Alaska que se graduaron que hombres. Los hombres nativos de Alaska tenían la tasa de graduación más baja (47,7 %) de todos los grupos étnicos o de género (Brian Laurent, comunicación personal, 3 de noviembre de 2013).",5
